Categoría,Subcategoría,Producto,SKU,Precio público,Descripción,Imagen
Pasto sintético,Pasto deportivo,Pasto Sintetico Deportivo Blanco 20.2Mx2M,TGS-12-BLANCO,0.0,"Pasto sintético desarrollado para canchas, entrenamiento y superficies de uso deportivo. Modelo Pasto Sintetico Deportivo Blanco 20.2Mx2M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto deportivo,Pasto Sintetico Deportivo Azul 25Mx3.75M,TGS-40-AZUL,0.0,"Pasto sintético desarrollado para canchas, entrenamiento y superficies de uso deportivo. Modelo Pasto Sintetico Deportivo Azul 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto deportivo,Pasto Sintetico Deportivo Azul-2 25Mx3.75M,TGS-12-AZUL,0.0,"Pasto sintético desarrollado para canchas, entrenamiento y superficies de uso deportivo. Modelo Pasto Sintetico Deportivo Azul-2 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto deportivo,Pasto Sintetico Deportivo Amarillo 25Mx3.75M,TGS-40-AMARILLO,0.0,"Pasto sintético desarrollado para canchas, entrenamiento y superficies de uso deportivo. Modelo Pasto Sintetico Deportivo Amarillo 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Placas,Panel PVC laminado,Panel PVC Laminado Interior Wild Teak (Caja Con 10Pz 8.40M2),M-PVC-V77,999.0,"Panel decorativo interior de formato práctico, diseñado para cubrir muros con acabados tipo madera y una instalación limpia. Modelo Panel PVC Laminado Interior Wild Teak (Caja Con 10Pz 8.40M2). Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Placas,Panel PVC laminado,Panel PVC Laminado Interior Walnut Elipse (Caja Con 10Pz 8.40M2),M-PVC-V79,999.0,"Panel decorativo interior de formato práctico, diseñado para cubrir muros con acabados tipo madera y una instalación limpia. Modelo Panel PVC Laminado Interior Walnut Elipse (Caja Con 10Pz 8.40M2). Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Placas,Panel PVC laminado,Panel PVC Laminado Interior Rio- (Caja Con 10Pz 8.40M2),M-PVC-V01,999.0,"Panel decorativo interior de formato práctico, diseñado para cubrir muros con acabados tipo madera y una instalación limpia. Modelo Panel PVC Laminado Interior Rio- (Caja Con 10Pz 8.40M2). Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Placas,Panel PVC laminado,Panel PVC Laminado Interior Maple Dusk (Caja Con 10Pz 8.40M2),M-PVC-V71,999.0,"Panel decorativo interior de formato práctico, diseñado para cubrir muros con acabados tipo madera y una instalación limpia. Modelo Panel PVC Laminado Interior Maple Dusk (Caja Con 10Pz 8.40M2). Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Placas,Panel PVC laminado,Panel PVC Laminado Interior Ivory Elm (Caja Con 10Pz 8.40M2),M-PVC-V70,999.0,"Panel decorativo interior de formato práctico, diseñado para cubrir muros con acabados tipo madera y una instalación limpia. Modelo Panel PVC Laminado Interior Ivory Elm (Caja Con 10Pz 8.40M2). Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Placas,Panel PVC laminado,Panel PVC Laminado Interior Cocoa Ash (Caja Con 10Pz 8.40M2),M-PVC-V75,999.0,"Panel decorativo interior de formato práctico, diseñado para cubrir muros con acabados tipo madera y una instalación limpia. Modelo Panel PVC Laminado Interior Cocoa Ash (Caja Con 10Pz 8.40M2). Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Placas,Panel PVC laminado,Panel PVC Laminado Interior Brasilia (Caja Con 10Pz 8.40M2),M-PVC-V06,999.0,"Panel decorativo interior de formato práctico, diseñado para cubrir muros con acabados tipo madera y una instalación limpia. Modelo Panel PVC Laminado Interior Brasilia (Caja Con 10Pz 8.40M2). Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Placas,Panel PVC laminado,Panel PVC Laminado Interior Birch Ember (Caja Con 10Pz 8.40M2),M-PVC-V73,999.0,"Panel decorativo interior de formato práctico, diseñado para cubrir muros con acabados tipo madera y una instalación limpia. Modelo Panel PVC Laminado Interior Birch Ember (Caja Con 10Pz 8.40M2). Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Placas,Panel PVC laminado,Panel PVC Laminado Interior Ash Nomad (Caja Con 10Pz 8.40M2),M-PVC-V80,999.0,"Panel decorativo interior de formato práctico, diseñado para cubrir muros con acabados tipo madera y una instalación limpia. Modelo Panel PVC Laminado Interior Ash Nomad (Caja Con 10Pz 8.40M2). Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Exterior,Muro Lambrin WPC Exterior Teak 2.85X20X2.6,TD-FWPC-T3,550.0,"Revestimiento WPC para exterior, pensado para soportar condiciones ambientales con bajo mantenimiento. Modelo Muro Lambrin WPC Exterior Teak 2.85X20X2.6. Medida indicada: 2.85X20X2.6. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Exterior,Muro Lambrin WPC Exterior Silver Gray 2.85X20X2.6,TD-FWPC-T5,550.0,"Revestimiento WPC para exterior, pensado para soportar condiciones ambientales con bajo mantenimiento. Modelo Muro Lambrin WPC Exterior Silver Gray 2.85X20X2.6. Medida indicada: 2.85X20X2.6. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Exterior,Muro Lambrin WPC Exterior Redwood 2.85X20X2.6,TD-FWPC-T2,550.0,"Revestimiento WPC para exterior, pensado para soportar condiciones ambientales con bajo mantenimiento. Modelo Muro Lambrin WPC Exterior Redwood 2.85X20X2.6. Medida indicada: 2.85X20X2.6. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Exterior,Muro Lambrin WPC Exterior Dark Black 2.85X20X2.6,TD-FWPC(2.85)-T8,550.0,"Revestimiento WPC para exterior, pensado para soportar condiciones ambientales con bajo mantenimiento. Modelo Muro Lambrin WPC Exterior Dark Black 2.85X20X2.6. Medida indicada: 2.85X20X2.6. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Exterior,Muro Lambrin WPC Exterior Charcoal 2.85X20X2.6,TD-FWPC-T7,550.0,"Revestimiento WPC para exterior, pensado para soportar condiciones ambientales con bajo mantenimiento. Modelo Muro Lambrin WPC Exterior Charcoal 2.85X20X2.6. Medida indicada: 2.85X20X2.6. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Accesorios para muros,Otros accesorios de muro,Malla Sombra,MALLASOMBRA,500.0,"Complementos diversos para instalaciones decorativas en muros y exteriores. Modelo Malla Sombra. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Lambrín,Lambrín Media Luna PS,Lambrin Ps Media Luna Gold Gildara 15.2X2.90,M-LUNA-008,179.0,"Lambrín de poliestireno con perfil curvo y detalles decorativos que crean profundidad en muros interiores. Modelo Lambrin Ps Media Luna Gold Gildara 15.2X2.90. Medida indicada: 15.2X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Media Luna PS,Lambrin Ps Media Luna Gold Elara 15.2X2.90,M-LUNA-006,179.0,"Lambrín de poliestireno con perfil curvo y detalles decorativos que crean profundidad en muros interiores. Modelo Lambrin Ps Media Luna Gold Elara 15.2X2.90. Medida indicada: 15.2X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Media Luna PS,Lambrin Ps Media Luna Gold Cressida 15.2X2.90,M-LUNA-004,179.0,"Lambrín de poliestireno con perfil curvo y detalles decorativos que crean profundidad en muros interiores. Modelo Lambrin Ps Media Luna Gold Cressida 15.2X2.90. Medida indicada: 15.2X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Media Luna PS,Lambrin Ps Media Luna Gold Aureli 15.2X2.90,M-LUNA-002,179.0,"Lambrín de poliestireno con perfil curvo y detalles decorativos que crean profundidad en muros interiores. Modelo Lambrin Ps Media Luna Gold Aureli 15.2X2.90. Medida indicada: 15.2X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Media Luna,Lambrin Media Lunha Azeitona 16X2.90,M-LUNA-M001,179.0,"Panel decorativo de PVC con perfil curvo tipo media luna, ideal para añadir textura y ritmo visual. Modelo Lambrin Media Lunha Azeitona 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Media Luna,Lambrin Media Luna Sao Paulo 16X2.90,M-LUNA-M019,179.0,"Panel decorativo de PVC con perfil curvo tipo media luna, ideal para añadir textura y ritmo visual. Modelo Lambrin Media Luna Sao Paulo 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Media Luna,Lambrin Media Luna Rio 16X2.90,M-LUNA-M201,179.0,"Panel decorativo de PVC con perfil curvo tipo media luna, ideal para añadir textura y ritmo visual. Modelo Lambrin Media Luna Rio 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Media Luna,Lambrin Media Luna Brasilia 16X2.90,M-LUNA-M106,179.0,"Panel decorativo de PVC con perfil curvo tipo media luna, ideal para añadir textura y ritmo visual. Modelo Lambrin Media Luna Brasilia 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Media Luna,Lambrin Media Luna Bahia 16X2.90,M-LUNA-M003,179.0,"Panel decorativo de PVC con perfil curvo tipo media luna, ideal para añadir textura y ritmo visual. Modelo Lambrin Media Luna Bahia 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Interior,Lambrin Interior Teak Aracaju 2.90X16,M-WPC-49B,199.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Teak Aracaju 2.90X16. Medida indicada: 2.90X16. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Sonho 16X2.90,M-WPC-212,175.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Sonho 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Sao Paulo 16X2.90,M-WPC-019,165.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Sao Paulo 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Sabeiro 16X2.90,M-WPC-303,185.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Sabeiro 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Rodeiro 16X2.90,M-WPC-301,185.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Rodeiro 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Rio 16X2.90,M-WPC-201,179.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Rio 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Ribeira 16X2.90,M-WPC-305,185.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Ribeira 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Ouro Preto 16X2.90,M-WPC-090,179.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Ouro Preto 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Nuvem 16X2.90,M-WPC-008,179.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Nuvem 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Nogal Olinda,M-WPC-45B,199.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Nogal Olinda. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Manaos 16X2.90,M-WPC-205,175.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Manaos 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Fortaleza Rayado 16X2.90,M-WPC-020,165.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Fortaleza Rayado 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Estrelado 16X2.90,M-WPC-256,175.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Estrelado 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Desigual,Lambrin Interior Desigual Sao Paulo 14X2.80,M-DESIGUAL-019,199.0,"Revestimiento de diseño asimétrico que combina relieves y separaciones para un acabado contemporáneo. Modelo Lambrin Interior Desigual Sao Paulo 14X2.80. Medida indicada: 14X2.80. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Desigual,Lambrin Interior Desigual Rio 14X2.80,M-DESIGUAL-201,199.0,"Revestimiento de diseño asimétrico que combina relieves y separaciones para un acabado contemporáneo. Modelo Lambrin Interior Desigual Rio 14X2.80. Medida indicada: 14X2.80. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Desigual,Lambrin Interior Desigual Parota 14X2.80,M-DESIGUAL-502B,199.0,"Revestimiento de diseño asimétrico que combina relieves y separaciones para un acabado contemporáneo. Modelo Lambrin Interior Desigual Parota 14X2.80. Medida indicada: 14X2.80. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Desigual,Lambrin Interior Desigual Brasilia 14X2.80,M-DESIGUAL-106,199.0,"Revestimiento de diseño asimétrico que combina relieves y separaciones para un acabado contemporáneo. Modelo Lambrin Interior Desigual Brasilia 14X2.80. Medida indicada: 14X2.80. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Desigual,Lambrin Interior Desigual Bahia 16X2.90,M-DESIGUAL-003,199.0,"Revestimiento de diseño asimétrico que combina relieves y separaciones para un acabado contemporáneo. Modelo Lambrin Interior Desigual Bahia 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-panel-walnut.jpg
Lambrín,Lambrín Interior,Lambrin Interior Cerezo Macapa 2.90X16,M-WPC-38B,199.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Cerezo Macapa 2.90X16. Medida indicada: 2.90X16. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Brasilia 16X2.90,M-WPC-106,165.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Brasilia 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Bahia 16X2.90,M-WPC-003,165.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Bahia 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Amizade,M-WPC-214,179.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Amizade. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-lambrin.jpg
Lambrín,Lambrín Interior,Lambrin Interior Amanhecer 16X2.90,M-WPC-252,175.0,"Lambrín decorativo para interiores con apariencia tipo madera, fácil mantenimiento y aplicación en muros o plafones. Modelo Lambrin Interior Amanhecer 16X2.90. Medida indicada: 16X2.90. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-lambrin.jpg
Accesorios para muros,Follaje sintético,Follaje Sintetico Trebol 50X50Cm,SG-FGF012,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Sintetico Trebol 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Sintetico Siberia 50X50Cm,SG-FGF017,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Sintetico Siberia 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Sintetico Milan 50X50Cm,SG-FSA013,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Sintetico Milan 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Sintetico Menta 50X50Cm,SG-FSA019,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Sintetico Menta 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Sintetico Grecia 50X50,SG-FGA-156,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Sintetico Grecia 50X50. Medida indicada: 50X50. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Sintetico Brusela 50X50Cm,SG-FGF087,280.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Sintetico Brusela 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Sintetico Amazonas-C 50X50Cm,SG-FGK004C,350.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Sintetico Amazonas-C 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Sintetica Sevilla 50X50Cm,SG-FSA009,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Sintetica Sevilla 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Sintetica Jazmin 50X50Cm,SG-FSA036,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Sintetica Jazmin 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Sintetica Amazonas-B 50X50Cm,SG-FGK004B,350.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Sintetica Amazonas-B 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Sintetica Amazonas-A 50X50Cm,SG-FGK004A,350.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Sintetica Amazonas-A 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Persia 50X50Cm,SG-FSA017,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Persia 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Laurel Dorado 50X50Cm,SG-FSA003,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Laurel Dorado 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Arrayan Verde 50X50Cm,SG-FSA006-G,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Arrayan Verde 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Arrayan Rojo 50X50Cm,SG-FSA006-R,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Arrayan Rojo 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Arrayan Natural 50X50Cm,SG-FSA001,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Arrayan Natural 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Arrayan Morado 50X50Cm,SG-FSA006-P,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Arrayan Morado 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Arrayan Amarillo 50X50Cm,SG-FSA006-Y,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Arrayan Amarillo 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Follaje sintético,Follaje Amsterdan 50X50Cm,SG-FGF044,250.0,"Módulos decorativos de follaje para crear muros verdes de fácil mantenimiento. Modelo Follaje Amsterdan 50X50Cm. Medida indicada: 50X50cm. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Complementos para vigas,Cople Para Viga,M-VIGA1-COPLE,50.0,"Tapas, soportes y coples para completar y asegurar la instalación de vigas decorativas. Modelo Cople Para Viga. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-vigas.jpg
Accesorios para muros,Complementos para vigas,Cople Para Viga2,M-VIGA2-COPLE,50.0,"Tapas, soportes y coples para completar y asegurar la instalación de vigas decorativas. Modelo Cople Para Viga2. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-vigas.jpg
Deck,Accesorios para deck,Clip Sistema De Fijacion Para Deck,CLIPSINOX,0.0,"Clips y piezas de fijación para lograr una instalación firme y uniforme del deck. Modelo Clip Sistema De Fijacion Para Deck. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-piedra.jpg
Deck,Accesorios para deck,Clip Inicio Para Fila De Tabla En Sistema Deck,CLIPINICIO,0.0,"Clips y piezas de fijación para lograr una instalación firme y uniforme del deck. Modelo Clip Inicio Para Fila De Tabla En Sistema Deck. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-piedra.jpg
Accesorios para muros,Cercas expandibles,Cerca Expandible Medellin10.7Cmx37Cm,SG-CGD010,900.0,"Paneles decorativos expandibles para cubrir muros, divisiones y áreas verdes. Modelo Cerca Expandible Medellin10.7Cmx37Cm. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Cercas expandibles,Cerca Expandible Bogota 10.7Cmx37Cm,SG-CGD023,900.0,"Paneles decorativos expandibles para cubrir muros, divisiones y áreas verdes. Modelo Cerca Expandible Bogota 10.7Cmx37Cm. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Cercas expandibles,Cerca Expandible Barranquilla 10.7Cmx37Cm,SG-CGD036,900.0,"Paneles decorativos expandibles para cubrir muros, divisiones y áreas verdes. Modelo Cerca Expandible Barranquilla 10.7Cmx37Cm. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Ángulos para lambrín interior,Angulo Lambrin WPC Interior Wild Teak,M-WPC-A077,140.0,"Piezas de terminación para proteger esquinas y cerrar instalaciones de lambrín interior. Modelo Angulo Lambrin WPC Interior Wild Teak. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Ángulos para lambrín interior,Angulo Lambrin WPC Interior Walnut Elipse,M-WPC-A079,140.0,"Piezas de terminación para proteger esquinas y cerrar instalaciones de lambrín interior. Modelo Angulo Lambrin WPC Interior Walnut Elipse. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Ángulos para lambrín interior,Angulo Lambrin WPC Interior,M-WPC-A303,140.0,"Piezas de terminación para proteger esquinas y cerrar instalaciones de lambrín interior. Modelo Angulo Lambrin WPC Interior. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
